doc_id,issue_type,field,governing_law,payment_net_days,payment_amount,details,quote
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement.txt,MISSING,governing_law,,,100000.0,{},
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.txt",MISSING,payment_terms,,,,{},
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.txt",MISSING,termination_clause,,,,{},
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.txt",MISSING,governing_law,,,,{},
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,payment_terms,Texas,,,{},
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.txt,MISSING,payment_terms,United States,,,{},
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.txt",MISSING,payment_terms,Florida,,,{},
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT.txt",MISSING,termination_clause,Delaware,,,{},
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.txt",MISSING,payment_terms,,,,{},
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.txt",MISSING,governing_law,,,,{},
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement.txt,MISSING,payment_terms,New York,,,{},
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement.txt,MISSING,termination_clause,New York,,,{},
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT.txt,MISSING,payment_terms,,,,{},
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT.txt,MISSING,governing_law,,,,{},
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.txt,MISSING,payment_terms,New York,,,{},
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,payment_terms,,,,{},
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,governing_law,,,,{},
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement.txt,MISSING,payment_terms,,,,{},
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement.txt,MISSING,termination_clause,,,,{},
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement.txt,MISSING,governing_law,,,,{},
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.txt,MISSING,payment_terms,Texas,,,{},
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,MISSING,payment_terms,,,,{},
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,MISSING,governing_law,,,,{},
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement.txt,MISSING,payment_terms,Delaware,,,{},
WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement.txt,MISSING,payment_terms,New York,,,{},
WESTERN COPPER - NON-COMPETITION AGREEMENT.txt,MISSING,payment_terms,,,,{},
WESTERN COPPER - NON-COMPETITION AGREEMENT.txt,MISSING,governing_law,,,,{},
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT.txt",MISSING,governing_law,,,,{},
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement.txt,MISSING,payment_terms,,,,{},
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement.txt,MISSING,governing_law,,,,{},
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.txt,MISSING,payment_terms,,,,{},
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.txt,MISSING,governing_law,,,,{},
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT.txt,MISSING,payment_terms,,,,{},
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT.txt,MISSING,governing_law,,,,{},
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).txt,MISSING,governing_law,,,,{},
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement.txt,MISSING,payment_terms,,,,{},
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement.txt,MISSING,governing_law,,,,{},
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,payment_terms,Canada,,,{},
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,termination_clause,Canada,,,{},
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",MISSING,payment_terms,,,,{},
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",MISSING,governing_law,,,,{},
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.txt,MISSING,payment_terms,Delaware,,,{},
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,Virginia,,,{},
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.txt,MISSING,payment_terms,,,,{},
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.txt,MISSING,governing_law,,,,{},
ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,California,,,{},
ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT.txt,MISSING,termination_clause,California,,,{},
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement.txt,MISSING,payment_terms,,,,{},
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement.txt,MISSING,governing_law,,,,{},
