doc_id,party_key,governing_law,effective_date,payment_net_days,payment_amount,risk_score,risk_bucket,issues_count,issue_types
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.txt,"AB WATELY | PC QUOTE, INC. (HEREINAFTER REFERRED TO AS ""PCQ""), A DELAWARE CORPORATION WITH ITS PRINCIPAL PLACE OF BUSINESS AT 300 SOUTH WACKER DRIVE, CHICAGO, ILLINOIS 60605",New York,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2.txt,"A | PC QUOTE, INC. (HEREINAFTER REFERRED TO AS ""PCQ",,,,,9.0,medium,3,MISSING
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3.txt,"A | PC QUOTE, INC., WITH ITS PRINCIPAL PLACE OF BUSINESS AT 300 SOUTH WACKER DRIVE, CHICAGO, ILLINOIS 60605 (""PCQ",New York,,,,6.0,medium,2,MISSING
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1.txt,CLIENT ON THE EFFECTIVE DATE (THE AGREEMENT | DEVELOPER,,,,,9.0,medium,3,MISSING
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,"CLIENT) PELICAN DELIVERS INC | DOT COM LLC, OBA SEATTLE SOFTWARE DEVELOPERS, A DELAWARE LIMITED LIABILITY COMPANY (DEVELOPER",the State of Washington without regards for its conflict of laws principle,,,,3.0,low,1,MISSING
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,"MRD OPERATING LLC | PENNTEX NORTH LOUISIANA OPERATING, LLC, A DELAWARE LIMITED LIABILITY COMPANY (""TRANSPORTER",Delaware,,,,3.0,low,1,MISSING
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement.txt,ANDY NORTH | GOLFERS INCORPORATED,,,,,6.0,medium,2,MISSING
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.txt,"PIZZA FUSION HOLDING, INC., A FLORIDA CORPORATION | THE INDIVIDUAL OR LEGAL ENTITY IDENTIFIED ON THE COVER PAGE (""FRANCHISEE",Florida,,,,3.0,low,1,MISSING
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3.txt,"FRANCHISEE | ITS PERSONNEL) THIS SAMPLE OF NON-DISCLOSURE AND NON-COMPETITION AGREEMENT ( ""AGREEMENT"") IS MADE THIS _____ DAY OF _________",,,,,6.0,medium,2,MISSING
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT.txt,"PFS FUNDS (THE ""TRUST""), A MASSACHUSETTS BUSINESS TRUST | POTOMAC FUND MANAGEMENT",the State of Massachusetts,,,,3.0,low,1,MISSING
PharmagenInc_20120803_8-KA_EX-10.1_7693204_EX-10.1_Endorsement Agreement.txt,"HEALTHCARE DISTRIBUTION SPECIALISTS LLC (""HDS""), A DELAWARE CORPORATION | PAUL SILAS (""CELEBRITY",Delaware,,,,3.0,low,1,MISSING
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,"PHASEBIO PHARMACEUTICALS INC., A DELAWARE CORPORATION, WITH A PRINCIPAL PLACE OF BUSINESS AT 1 GREAT VALLEY PARKWAY, SUITE 30, MALVERN, PENNSYLVANIA 19355, USA (""PB | SFJ PHARMACEUTICALS X",Delaware,,,,3.0,low,1,MISSING
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,ICC OR AN AFFILIATE | PHLVIC,,,,,6.0,medium,2,MISSING
PhoenixNewMediaLtd_20110421_F-1_EX-10.17_6958322_EX-10.17_Content License Agreement.txt,BEIJING TIANYING JIUZHOU NETWORK TECHNOLOGY CO | PHOENIX SATELLITE TELEVISION COMPANY LIMITED,,,,,6.0,medium,2,MISSING
PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing Agreement.txt,THE COMPANY | THE SUPPLIER (INCLUDING THE [***] (AS DEFINED BELOW,,,,,6.0,medium,2,MISSING
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.txt","ALLSCRIPTS HEALTHCARE, LLC, A NORTH CAROLINA LIMITED LIABILITY COMPANY (""ALLSCRIPTS"") ON BEHALF OF ITSELF | ITS AFFILIATES AND PHREESIA",Delaware,,,,0.0,low,0,
PLAYAHOTELS_RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).txt,"EXISTING UNDER THE LAWS OF THE STATE OF DELAWARE (U | HYATT FRANCHISING LATIN AMERICA, L.L.C., A LIMITED LIABILITY COMPANY ORGANIZED",Illinois,,,,6.0,medium,2,MISSING
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.txt,"EFASHION SOLUTIONS, LLC, A NEW JERSEY LIMITED LIABILITY COMPANY HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 80 ENTERPRISE AVENUE SOUTH, SECAUCUS, NJ 07094 (""EFS | PLAYBOY",Delaware,,,,0.0,low,0,
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement2.txt,SHALL SUPERSEDE ANY CONFLICTING OR CONTRARY TERMS AND CONDITIONS OF ANY PURCHASE ORDER OR OTHER ORDER FORM WHETHER SUPPLIED BY PURCHASER OR SUPPLIER | THE PARTIES,New York,,,,3.0,low,1,MISSING
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.txt,"IS INTENDED AS A COMPLETE AND EXCLUSIVE STATEMENT OF THE AGREEMENT BETWEEN THE PARTIES | THE PARTIES THAT THERE ARE NO OTHER AGREEMENTS OR UNDERSTANDINGS BETWEEN THEM RELATING TO THE SUBJECT MATTER OF THIS AGREEMENT. THIS AGREEMENT SUPERSEDES ALL PRIOR AGREEMENTS, ORAL OR WRITTEN, BETWEEN THE PARTIES",the State of Texas without regard to principles of conflicts of laws,,,,3.0,low,1,MISSING
"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt",MERCK KGAA ADDRESS | MERCK SERONO SA ADDRESS,Germany,,,,6.0,medium,2,MISSING
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,"COVID-19 | THE ""JOINT VENTURE",,,,,9.0,medium,3,MISSING
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.txt,"PRIME OFFSHORELT | PRIMEEVERG\'CORPORATION ( TIME""), GUARANTY BANK, FSB ('GUARANTY",,,,,9.0,medium,3,MISSING
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement.txt,"COSTS | OR AMONG THE PARTIES OR THEIR AFFILIATES. INDEBTEDNESS OR OBLIGATIONS INCLUDE BUT ARE NOT LIMITED TO ANY DEBT, LIABILITY, OR DEBIT BALANCE RESULTING FROM ISSUER'S REVERSAL OF COMPENSATION UNDER THIS AGREEMENT OR ANY OTHER AGREEMENT BETWEEN OR AMONG THE PARTIES OR THEIR AFFILIATES. IT ALSO INCLUDES ANY AMOUNT PAID BY ISSUER OR DISTRIBUTOR, INCLUDING REASONABLE ATTORNEY FEES",,,,,6.0,medium,2,MISSING
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.txt,PHILIPS MEDICAL SYSTEMS NEDERLAND B | PROFOUND MEDICAL INC,Canada,,,,0.0,low,0,
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.txt,"PROLONG SUPER LUBRICANTS | SABCO RACING, INC., A NORTH CAROLINA CORPORATION WITH A PLACE OF BUSINESS IN IREDELL COUNTY, NORTH CAROLINA (HEREINAFTER SABCO",,,,,9.0,medium,3,MISSING
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement.txt,"JEFFREY HANUSCIN | PRUDENTIAL BANK (HEREINAFTER REFERRED TO AS THE ""EMPLOYER""), LOCATED IN PHILADELPHIA, PENNSYLVANIA",the State of Pennsylvania,,,,3.0,low,1,MISSING
QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT.txt,"Q BIOMED, INC | SCHEDULE",,,,,9.0,medium,3,MISSING
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.txt,"OTKRITIE INVESTMENTS CYPRUS LIMITED, A COMPANY INCORPORATED UNDER THE LAWS OF THE REPUBLIC OF CYPRUS WITH REGISTRATION NUMBER HE 301373, WHOSE REGISTERED ADDRESS IS AT ANGELOU VLACHOU, 4A, 6052, LARNACA, CYPRUS (""OICL | TOGETHER WITH ITS AFFILIATES",New York,,,,3.0,low,1,MISSING
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.txt,"QUAKER CHEMICAL CORPORATION | THE ""EFFECTIVE DATE",India,,,,6.0,medium,2,MISSING
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.txt,"INTERNATIONAL BUSINESS MACHINES CORPORATION (""IBM | THE QUANTUM GROUP INC",,,,,8.0,medium,3,"AMBIGUOUS,MISSING"
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement.txt,"NETTAXI ONLINE COMMUNITIES, INC., A DELAWARE CORPORATION WITH PRINCIPAL OFFICES AT 2165 S. BASCOM AVENUE, CAMPBELL, CALIFORNIA 95008 (""NETTAXI | SOLUTIONS MEDIA",Delaware,,,,0.0,low,0,
RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement.txt,"DASSAULT SYSTEMES, A SOCIETE ANONYME ORGANIZED UNDER THE LAWS OF FRANCE | THE OWNER OF PURCHASER (""DASSAULT SYSTEMES"") AND/OR CERTAIN AFFILIATES OF DASSAULT SYSTEMES",France,,,,0.0,low,0,
RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement.txt,"MRD OPERATING LLC | PENNTEX NORTH LOUISIANA OPERATING, LLC, A DELAWARE LIMITED LIABILITY COMPANY (""CARRIER",Delaware,,,,3.0,low,1,MISSING
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.txt,SUPERSEDES ALL OTHER AGREEMENTS | THE PARTIES,California,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement.txt,"B C MARKETING CONCEPTS INC | REED'S, INC., A DELAWARE CORPORATION (""REED'S",Delaware,,,,3.0,low,1,MISSING
REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE AND HOSTING AGREEMENT.txt,"LEGACY MARKETING GROUP | TRANSACTION APPLICATIONS GROUP, INC., A NEBRASKA CORPORATION (""TAG",California,,,,3.0,low,1,MISSING
"Reinsurance Group of America, Incorporated - A_R REMARKETING  AGREEMENT.txt",THE BANK OF NEW YORK MELLON TRUST COMPANY | THE COMPANY,New York,,,,3.0,low,1,MISSING
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement.txt,"HSW INTERNATIONAL | WORLD BOOK, INC. (""WORLD BOOK""), A DELAWARE CORPORATION WITH OFFICES AT 233 NORTH MICHIGAN AVENUE, SUITE 2000, CHICAGO, IL 60601",Delaware,,,,3.0,low,1,MISSING
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.txt,"EXISTING UNDER THE LAWS OF DELAWARE | REVOLUTION MEDICINES, INC., A CORPORATION ORGANIZED",Delaware,,,,0.0,low,0,
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,"EXISTING UNDER THE LAW OF JAPAN | YASKAWA ELECTRIC CORPORATION, A LIMITED COMPANY DULY ORGANIZED",,,,,6.0,medium,2,MISSING
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement.txt,"PACTIV LLC | REYNOLDS CONSUMER PRODUCTS LLC, A DELAWARE LIMITED LIABILITY COMPANY WITH ITS HEADQUARTERS AT 1900 WEST FIELD COURT, LAKE FOREST, IL 60045 (""SELLER",Delaware,,,,3.0,low,1,MISSING
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,"REYNOLDS CONSUMER PRODUCTS INC | REYNOLDS GROUP HOLDINGS INC., A DELAWARE CORPORATION (""RGHI",Delaware,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.txt,"ROANOKE GAS COMPANY | THE TOWN OF VINTON, VIRGINIA, A VIRGINIA MUNICIPAL CORPORATION (""GRANTOR",Virginia,,,,6.0,medium,2,MISSING
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.txt,"SERVICE PROVIDER | SERVICE RECIPIENT (EACH A ""PARTY"" AND COLLECTIVELY",,,,,6.0,medium,2,MISSING
RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement.txt,"ITS AFFILIATES | SEKISUI DIAGNOSTICS, LLC",Delaware,,,,3.0,low,1,MISSING
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,CLASS A COMMON STOCK | SCHEDULE,,,,,9.0,medium,3,MISSING
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",EA IS AN IMPORTANT COMPONENT TO ACHIEVE THEIR RESPECTIVE STRATEGIC OBJECTIVES | THE COMPANY,Delaware,,,,3.0,low,1,MISSING
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.txt,THE GENERAL PROVISIONS | THE TERMS OF THIS AGREEMENT SUMMARY,,,,,6.0,medium,2,MISSING
SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement.txt,"SALESFORCE.COM, INC., A DELAWARE CORPORATION HAVING ITS PRINCIPAL PLACE OF BUSINESS AT THE LANDMARK @ ONE MARKET, SUITE 300, SAN FRANCISCO, CALIFORNIA 94105 (""SFDC"" OR ""SALESFORCE | THE RESELLER NAMED ABOVE AND AMENDS THAT CERTAIN RESELLER AGREEMENT BETWEEN SALESFORCE AND RESELLER DATED AS OF AUGUST 1",California,,,,6.0,medium,2,MISSING
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.txt,"PIÑON GATHERING COMPANY, LLC | SANDRIDGE MIDSTREAM",Delaware,,,,3.0,low,1,MISSING
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.txt,"ORGANIZED UNDER THE LAWS OF BRAZIL | THE FOLLOWING PARTIES: ZEBRA TECHNOLOGIES INTERNATIONAL, LLC, WITH AN OFFICE AT 3 OVERLOOK POINT, LINCOLNSHIRE IL 60069 (""ZEBRA""); ZEBRA TECHNOLOGIES DO BRASIL - COMÉRCIO DE PRODUTOS DE INFORMÅTICA LTDA., A COMPANY INCORPORATED",Texas,,,,3.0,low,1,MISSING
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,"CISCO SYSTEMS | SCANSOURCE, INC., A SOUTH CAROLINA CORPORATION, WITH ITS PRINCIPAL PLACE OF BUSINESS AT 6 LOGUE COURT, GREENVILLE, SOUTH CAROLINA, 29615 (""DISTRIBUTOR",California,,,,0.0,low,0,
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2.txt,"CISCO GOVERNING CUSTOMER'S USE OF THE SOFTWARE OR (B) THE SOFTWARE INCLUDES A SEPARATE ""CLICK-ACCEPT"" LICENSE AGREEMENT AS PART OF THE INSTALLATION AND/OR DOWNLOAD PROCESS | CUSTOMER",,,,,6.0,medium,2,MISSING
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.txt,"CISCO SYSTEMS, INC. (""CISCO""), A CALIFORNIA CORPORATION HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 170 WEST TASMAN DRIVE, SAN JOSE, CA, 95134 | SCANSOURCE",California,,,,6.0,medium,2,MISSING
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT.txt,"IDAN MAIMON (""MAIMON | INTELLISENSE SOLUTIONS",,,,,6.0,medium,2,MISSING
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.txt,"INTEGRA LIFESCIENCES CORPORATION (""INTEGRA""), A DELAWARE CORPORATION WITH OFFICES AT 311 ENTERPRISE DRIVE, PLAINSBORO, NEW JERSEY 08536 | PCOMED",Delaware,,,,2.0,low,1,AMBIGUOUS
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.txt,"ADVANTUS CAPITAL MANAGEMENT, INC. (THE ""INVESTMENT ADVISER""), SECURIAN FINANCIAL SERVICES, INC. (THE ""UNDERWRITER | SECURIAN FUNDS TRUST (THE ""TRUST",Delaware,,,,3.0,low,1,MISSING
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.txt,"THE AGREEMENT EXECUTED ONLINE IN ELECTRONIC FORM SHALL BECOME EFFECTIVE UPON THE COMPLETION OF THE EXECUTION ON THE CONTRACTING PLATFORM BY BOTH PARTIES (HEREINAFTER REFERRED TO AS THE ""EFFECTIVE DATE"") RECORDED BY THE THIRD-PARTY ONLINE DOCUMENT DEPOSITORY | THE FOLLOWING PARTIES IN HAIDIAN DISTRICT, BEIJING. THIS AGREEMENT MAY BE EXECUTED IN PAPER FORM OFFLINE OR IN ELECTRONIC FORM THROUGH THE DIDI CHUXING ONLINE CONTRACTING PLATFORM (WEBSITE: HTTPS://AGREEMENT.DIDICHUXING.COM/, HEREINAFTER REFERRED TO AS THE ""CONTRACTING PLATFORM""). THE AGREEMENT EXECUTED OFFLINE IN PAPER FORM SHALL BECOME EFFECTIVE UPON THE COMPLETION OF THE EXECUTION BY BOTH PARTIES (HEREINAFTER REFERRED TO AS THE ""EFFECTIVE DATE",China,,,,3.0,low,1,MISSING
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,"AMERICAN GENERAL LIFE INSURANCE COMPANY OF DELAWARE | AMERICAN INTERNATIONAL GROUP, INC",Delaware,,,,3.0,low,1,MISSING
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,"551 FX IB ASSOCIATES | SFG FINANCIAL CORP, A/K/A E-PATH FX, A DELAWARE CORPORATION WHOSE PRINCIPAL ADDRESS IS 575 MADISON AVENUE, 8TH FLOOR, NEW YORK, NY 10022 (""LICENSOR",New York,,,0.15,0.0,low,0,
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.txt","BRAVATEK SOLUTIONS, INC., A CORPORATION ORGANIZED UNDER THE LAWS OF THE STATE OF COLORADO, (""BRAVATEK""), WITH AN ADDRESS AT 2028 E. BEN WHITE BLVD., UNIT #240-2835, AUSTIN, TEXAS, 78741 | SIBANNAC",Texas,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.txt,"MERIDIAN MEDICAL TECHNOLOGIES | SIGA TECHNOLOGIES, INC",Delaware,,,,3.0,low,1,MISSING
"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT.txt","IMPRIMIS PHARMACEUTICALS | SIGHTLIFE SURGICAL, INC., A DELAWARE CORPORATION, HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 1200 6TH AVE, STE. 300, SEATTLE, WA 98101 (""SURGICAL",Delaware,,,,3.0,low,1,MISSING
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.txt,"I-AM CAPITAL ACQUISITION COMPANY | SMAAASH ENTERTAINMENT PRIVATE LIMITED, AN INDIAN COMPANY, WITH ITS ADDRESS AT TRADE VIEW, LEVEL 2, KAMALA MILLS, LOWER PAREL, MUMBAI 400013, INDIA (""FRANCHISOR",India,,,,5.0,medium,2,"AMBIGUOUS,MISSING"
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.txt,"AITAN ZACHARIN | SLINGER BAG INC., A NEVADA COMPANY (THE ""COMPANY",,,,,6.0,medium,2,MISSING
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,"ACCOMMODATION EXPENSES AT COST | BOTH PARTIES. 6 PRICING 6.1 PRICING FOR STANDARD SERVICE -------------------------------------------------------------------------- DESCRIPTION FOR ANNUAL FEE AFTER THE ANNUAL FEE FOR 0-50'000 SUBSCRIBER INITIAL PERIOD THE FIRST YEAR (DURING WARRANTY PERIOD), BEGINNING WITH LAUNCH OF SERVICE -------------------------------------------------------------------------- SICAP(R) MODULES VCA, 151'440.-- CHF NOT APPLICABLE PPB & OTA -------------------------------------------------------------------------- -------------------------------------------------------------------------- ADDITIONAL PRICE ANNUAL FEE AFTER THE ANNUAL FEE FOR THE FOR EACH FURTHER LOT OF 50 000 INITIAL PERIOD FIRST YEAR (DURING &SBSP; WARRANTY PERIOD), BEGINNING WITH LAUNCH OF SERVICE -------------------------------------------------------------------------- SICAP(R) MODULES VCA, PPB & OTA 49'500.-- CHF NOT APPLICABLE -------------------------------------------------------------------------- O ADDITIONAL LOTS OF LICENSES SHALL JUST BE CHARGED FROM THE BEGINNING OF EACH SIX MONTH PERIOD. [LOGO] SICAP M&S CONTRACT -------------------------------------------------------------------------------- 6.2 PRICING FOR ADDITIONAL SUPPORT -------------------------------------------------------------------------- SUPPORT SERVICE PRICE -------------------------------------------------------------------------- WITHIN SICAP LTD WORKING HOURS CHF 235.-- / HOUR -------------------------------------------------------------------------- OUTSIDE SICAP LTD WORKING HOURS CHF 352.50 / HOUR -------------------------------------------------------------------------- TRAVEL",,,,,6.0,medium,2,MISSING
SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.txt,"A3 DEVELOPMENT GROUP | SMART RX SYSTEMS, INC., A FLORIDA CORPORATION, WITH ITS PRINCIPAL PLACE OF BUSINESS AT RED BUG LAKE ROAD, SUITE 256, WINTER SPRINGS, FLORIDA 32708, U.S.A. (""COMPANY",Florida,,,,3.0,low,1,MISSING
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.txt,"DCL ""BODYWORK"" MEANS | SEV",,,,,6.0,medium,2,MISSING
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.txt","SOLUTIONS VENDING INTERNATIONAL | STARTENGINE CROWDFUNDING, INC., A DELAWARE CORPORATION (""COMPANY",Delaware,,,,3.0,low,1,MISSING
"Sonos, Inc. - Manufacturing Agreement.txt","IAC | SONOS, INC",California,,,,0.0,low,0,
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.txt,AGREEMENT | HEALTHCARE CAPITAL CORP,British  Columbia and the parties attorn to the  non,,,,3.0,low,1,MISSING
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.txt,"KIOSK CONCEPTS, INC., A NEW YORK CORPORATION HAVING ITS PRINCIPAL PLACE OF BUSINESS AT 1110 SOUTH AVENUE, STATEN ISLAND, NEW YORK 10314 (""WE"", ""US"" OR ""OUR | THE GRILLED CHEESE TRUCK",,,,,6.0,medium,2,MISSING
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.txt,FRANCHISOR | MASTER FRANCHISEE HAVING THE EFFECT OF AMENDING OR ALTERING THE MASTER FRANCHISE AGREEMENT OR MASTER FRANCHISEE'S OBLIGATIONS UNDER THIS GUARANTEE,,,,,6.0,medium,2,MISSING
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3.txt,CALIFORNIA BUSINESS AND PROFESSIONS CODE SECTIONS | THE MASTER FRANCHISE AGREEMENT,California,,,,3.0,low,1,MISSING
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.txt,FRANCHISOR | THE DEPARTMENT OF LAW OF THE STATE OF,,,,,9.0,medium,3,MISSING
SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.txt,ELEMENT 5 | THE SOFTWARE PUBLISHER,Germany,,,,3.0,low,1,MISSING
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,"GARMAN ROUTING SYSTEMS, INC. (""GARMAN | SPARKLING SPRING WATER GROUP LIMITED (""SPARKLING",Nova Scotia and the laws of Canada applicable in Nova Scotia,,,,3.0,low,1,MISSING
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT.txt,"GROUPE PARAMEUS CORP , A (HEREINAFTER, THE ""CONSULTANT""), WITH AN ADDRESS AT 80 CUMBERLAND STREET, SUITE 1707 TORONTO ONT. (THE ""CONSULTANT | SPHERE 3D CORP",,,,,6.0,medium,2,MISSING
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.txt","SOLAR POWER | SOLAR TAX PARTNERS 1, LLC, A CALIFORNIA LIMITED LIABILITY COMPANY (""OWNER",the State of California,,,,3.0,low,1,MISSING
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.txt",PEOPLE'S GOVERNMENT OF | POWER GENERATION PROJECT,,,,,9.0,medium,3,MISSING
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.txt","SPÔK HOLDINGS, INC., A DELAWARE CORPORATION (THE ""COMPANY | WHITE HAT STRATEGIC PARTNERS LP",Delaware,,,,3.0,low,1,MISSING
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.txt,"SPORT-HALEY, INC., A COLORADO CORPORATION (THE ""COMPANY | _________________ (HEREINAFTER REFERRED TO AS THE ""PROFESSIONAL",the State of Colorado           without regard to conflicts of laws principles,,,,3.0,low,1,MISSING
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.txt",SCHEDULE 13G | THE COMMON STOCK OF,,,,,9.0,medium,3,MISSING
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt,"STAAR SURGICAL AG, A SWISS CORPORATION, WITH A PRINCIPAL PLACE OF BUSINESS AT HAUPTSTRASSE 104, CH - 2560 NIDAU, SWITZERLAND, (""STAAR | _______________",,,,,6.0,medium,2,MISSING
